NOMBRE CIENTÍFICO;NOMBRE COMÚN;REINO;"ENDÉMICA
respecto de Chile
 
-- = No presente en Chile

? = dudoso";"DISTRIBUCIÓN REGIONES:
ANT= ANTARTICA
DV= DESVENTURADAS
IP= ISLA DE PASCUA
JF= Arch. JUAN FERNÁNDEZ
SG= SALAS Y GOMEZ
? = Sin datos o de presencia dudosa o requiere confirmación";Arica y Parinacota;Tarapacá;Antofagasta;Atacama;Coquimbo;Valparaíso continental;Metropolitana;O'higgins;Maule;Ñuble;Bío-Bío;Araucanía;De Los Ríos;De Los Lagos;Aysén;Magallanes continental e insular;Antártica;Isla Pascua;Salas y Gómez;Juan Fernandez;Desventuradas;"CATEGORÍA VIGENTE:
CR = En peligro crítico
DD = Datos insuficientes
EN = En Peligro
EW= Extinta en estado silvestre
EX = Extinta
LC = Preocupación menor
NT = Casi amenazada
R  = Rara
VU = Vulnerable";"ID
Inven
tario
Na
cio
nal";
Asplenium monanthes;;Plantae;NO;IX-XII;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;LC;371;
Asplenium obtusatum;;Plantae;SI;V,VI-XII, JF, IP;0;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;0;1;0;1;0;"CR [Asplenium obtusatum var. obtusatum] (IP); EN [Asplenium obtusatum var. sphenoides] (JF); LC [Asplenium obtusatum var. sphenoides] (Chile continental)";372;
Asplenium peruvianum;;Plantae;NO;II;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CR;369;
Asplenium polyodon;;Plantae;NO;IP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;CR;374;
Asplenium stellatum;helecho;Plantae;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN-R;268;
Asplenium trilobum;;Plantae;NO;VIII-XI;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;"VU (VIII-IX); LC (XV-VII; XIV-XII)";375;
Asplenium triphyllum;;Plantae;NO;XV, IV;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NT;376;
Asteriscium vidalii;anisillo;Plantae;SI;III;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LC;377;
Astragalus trifoliatus;garbancillo;Plantae;SI;V;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CR;8224;
Astragalus valerianensis;;Plantae;SI;III;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EX;1831;
Atacama nivea;;Plantae;Sí;II-III;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NT;;
Atelognathus ceii;sapo de Puerto Edén;Animalia;NO;XI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;DD;2827;
Atelognathus salai;rana de Jeinimeni;Animalia;NO;XI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;DD;2815;
Atriplex chapinii;;Plantae;SI;DV;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;CR;8256;
Atriplex coquimbana;cachiyuyo;Plantae;SI;IV;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;965;
Atriplex costellata;cachiyuyo;Plantae;SI;IV-V;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;8225;
Atriplex taltalensis;;Plantae;SI;II;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;1832;
Atriplex vallenarensis;cachiyuyo;Plantae;SI;III;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;8226;
Attagis gayi;perdicita cordillerana;Animalia;NO;XV-XII;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;LC;688;
Attagis malouinus;perdicita austral, perdicita cordillerana austral;Animalia;NO;X-XII;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;LC;;
Auliscomys sublimis;ratón de la puna, pericote de la puna;Animalia;NO;XV, II;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LC;774;
Austrobasidium pehueldeni;hongo;Fungi;SI;VIII-XI;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;LC;;
Austroblechnum asperum;;Plantae;SI;XVI-X;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;NT;383;
Austroblechnum corralense;;Plantae;SI;XIV-X;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;VU;386;
Austroblechnum fernandezianum;;Plantae;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN;271;
Austrocactus patagonicus;cactus patagónico;Plantae;NO;XI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;EN-R;65;
Austrocactus philippii;hiberno;Plantae;SI;VII;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;EN-R;66;
Austrocactus spiniflorus;espinifloro;Plantae;SI;RM;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN-R;67;
Austrocedrus chilensis;ciprés de cordillera, len;Plantae;NO;V-X;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;"VU (XV-VI); NT (VII-XII)";241;
Austrolycopodium paniculatum;;Plantae;NO;VIII-XI, JF;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;1;0;"CR (JF); LC (Chile continental)";488;
Avellanita bustillosii;avellanita ;Plantae;SI;RM-VI;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;EN-R;23;
Azara serrata var. fernandeziana;corcolén;Plantae;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;CR;1834;
Azorella compacta;llareta;Plantae;NO;XV-III;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;242;
Azorella valentini;mulino;Plantae;NO;XII;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;NT;498;
Balaenoptera acutorostrata;ballena minke;Animalia;NO;XII, ANT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;LC;790;
Balaenoptera bonaerensis;ballena minke antártica, antarctic minke whale (inglés);Animalia;NO;XI-XII, ANT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;LC;2828;
Balaenoptera borealis;ballena sei, rorcual bacalao, rorcual de Rudolphi;Animalia;NO;XV-V, VI-XII, ANT;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;0;1;0;CR;787;
Balaenoptera edeni;ballena de Bryde o rorcual de Edén;Animalia;NO;XV-V, VI-VIII, DV;1;1;1;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;DD;789;
Balaenoptera musculus;ballena azul;Animalia;NO;XV-V, VI-XII, ANT;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;EN;156;
Balaenoptera physalus;ballena de aleta, rorcual común;Animalia;NO;XV-V, VI-XII, ANT;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;0;1;0;CR;788;
Balsamocarpon brevifolium ;algarrobilla;Plantae;SI;III-IV;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;;
Bartramia longicauda;batitú;Animalia;No;XV-IV;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LC;;
Basilichthys australis;pejerrey chileno;Animalia;SI;IV-X;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;"VU (XV-VII); NT (XVI-XII)";162;
Basilichthys microlepidotus;pejerrey chileno;Animalia;SI;III-V ;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;162;
Basilichthys semotilus;pejerrey;Animalia;SI;XV-II;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;164;
Bathyraja griseocauda;raya gris, Graytail Skate (inglés);Animalia;NO;XV-V, VI-XII;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;EN;;
Batrachyla antartandica;rana jaspeada;Animalia;NO;XIV-XII;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;LC;647;
Batrachyla leptopus;rana moteada;Animalia;NO;VII-XI;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;LC;648;
Batrachyla nibaldoi;rana de antifaz de Bahía Murta;Animalia;SI;X-XI;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;NT;649;
Batrachyla taeniata;rana de ceja, ranita de antifaz;Animalia;NO;V-XI;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;NT;42;
Battarrea phalloides;bejín de tallo escamoso, zanco arenoso, Scaly-stalked Puffball (inglés), Sandy Stiltball (inglés);Fungi;NO;II-RM;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LC;;
Beilschmiedia berteroana;belloto del sur;Plantae;SI;RM-VIII;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;EN;68;
Beilschmiedia miersii;belloto del norte, belloto (genérico);Plantae;Si;V-VI;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;69;
Benthamiella azorella;benthamiella;Plantae;NO;XII;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;EN;378;
Benthamiella lanata;benthamiella;Plantae;NO;XII;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;EN;379;
Benthamiella nordenskjoldii;benthamiella;Plantae;NO;XII;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;VU;380;
Benthamiella patagonica;benthamiella;Plantae;NO;XII;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;VU;381;
Berardius arnouxi;ballena picuda de Arnoux;Animalia;NO;XV?-V?, VI?-XI?, XII, ANT, IP?, JF?, SG?, DV?;sd;sd;sd;sd;sd;sd;0;sd;sd;sd;sd;sd;sd;sd;sd;1;1;sd;sd;sd;sd;DD;797;
Berberidopsis corallina;michay rojo ;Plantae;SI;VII-X;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;EN-R;24;
Berberidopsis granitica;michay del granito;Plantae;SI;XVIII;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;CR;;
Berberis corymbosa;;Plantae;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;CR;967;
Berberis litoralis;michay de paposo ;Plantae;SI;II;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN-R;25;
Berberis masafuerana;;Plantae;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;CR;968;
Berberis negeriana;michay de Neger;Plantae;SI;VIII;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;EN-R;70;
Biomphalaria costata;caracol de agua dulce;Animalia;SI;II;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CR;5395;
Bipinnula fimbriata;flor del bigote;Plantae;Sí;IV-XII;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;NT;;
Bipinnula plumosa;flor del bigote;Plantae;Sí;IV-XVII;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;NT;;
Bipinnula taltalensis;orquídea de Paposo;Plantae;SI;II;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN-R;71;
Bipinnula volkmannii;;Plantae;SI;VIII;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;EN;1833;
Blechnum arcuatum;;Plantae;NO;VII-X;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;LC;271;
Blechnum blechnoides;;Plantae;SI;VII-XII;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;LC;384;
Blechnum hastatum;;Plantae;NO;IV-X, JF;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;0;"NT (JF); LC (Chile continental)";387;
Boehmeria excelsa;manzano de Juan Fernández;Plantae;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;CR;;
Bolborhinum trilobulicorne;escarabajo;Animalia;SI;VII;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;EN;2769;
Boletus chilensis;seta;Fungi;SI;IX-X;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;EN;;
Boletus loyita;pichiloyo;Fungi;SI;VII-XVI;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;VU;;
Boletus loyo;loyo, hongo;Fungi;SI;VI?, VII-XIV, X?;0;0;0;0;0;0;0;sd;1;1;1;1;1;sd;0;0;0;0;0;0;0;EN;;
Boletus putidus;seta;Fungi;SI;VII-XVI;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;NT;;
Bolocera kerguelensis;anémona no retráctil;Animalia;NO;X-XII;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;DD;5397;
Bomarea dulcis;;Plantae;NO;XV;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN-R;72;
Bomarea involucrosa;;Plantae;NO;XV;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN-R;73;
Bombus dahlbomii;abejorro, abejorro colorado, moscardón, duillin, diwmeñ, abejorro gigante de la Patagonia, don Basilio;Animalia;NO;IV-XII;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;EN;5442;
Bombus funebris;chololo, abejorro fúnebre;Animalia;No;XV;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;;
Bondarzewia guaitecasensis;hongo;Fungi;SI;IX-XI;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;LC;;
Botrychium dusenii;;Plantae;NO;XI-XII;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;LC;388;
Brachistosternus cepedai;escorpión de Cepeda;Animalia;SI;III-IV;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;8257;
Brachistosternus philippii;escorpión de Philippi;Animalia;SI;II;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CR;;
Brachygalaxias bullocki;puye;Animalia;SI;VIII-X ;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;VU;165;
Brigantiaea fuscolutea;liquen;Fungi;NO;VII, X-XII, JF;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;1;0;LC;;
Browningia candelaris;cactus candelabro;Plantae;NO;XV-I;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;389;
Bullockia maldonadoi;bagrecito;Animalia;SI;VIII-IX;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;EN;166;
Burhinus superciliaris;chorlo cabezón;Animalia;NO;XV;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;;
Buteo albigula;aguilucho chico;Animalia;NO;XV-XI;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;NT;697;
Buteo ventralis;aguilucho de cola rojiza;Animalia;NO;VII-XII;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;VU;699;
Bythaelurus canescens;gata café;Animalia;NO;XV-XII;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;VU;;
Calceolaria campanae; ;Plantae;SI;V;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;1079;
Calceolaria flavida;capachito;Plantae;SI;V-RM;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CR;;
Calceolaria pallida;;Plantae;SI;VII;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;EN;2830;
Calceolaria paposana;;Plantae;SI;II;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;;
Calceolaria rinconada;no conocido;Plantae;SI;II;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CR;;
Calceolaria verbascifolia; ;Plantae;SI;V;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;1080;
Calceolaria viscosissima; ;Plantae;SI;V;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;1081;
Calceolaria williamsii;calceolaria, topa-topa;Plantae;SI;VII;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;EN;925;
Calidris canutus;playero ártico;Animalia;NO;XV-V, VI-XII;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;EN;44;
Calidris fuscicollis;playero de lomo blanco ;Animalia;NO;"XV?-X?; XI-XII";sd;sd;sd;sd;sd;sd;sd;sd;sd;sd;sd;sd;sd;sd;1;1;0;0;0;0;0;LC;;
Calidris pusilla;playero semipalmado, Semipalmated Sandpiper (inglés);Animalia;NO;XV-V, VI-X;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;NT;;
Callisphyris ficheti;sierra del Orocoipo;Animalia;SI;V;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CR;2767;
Callopistes maculatus;iguana;Animalia;SI;II-VII;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;NT;829;
Callyntra cantillana;cascarudo de Cantillana;Animalia;SI;RM-VI;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;2775;
Callyntra hibrida;cascarudo híbrido o cascarudo del Poqui;Animalia;SI;VI;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;CR;2777;
Callyntra multicosta;Cascarudo de Las Docas;Animalia;SI;V;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;5399;
Callyntra penai;cascarudo de Peña;Animalia;SI;RM;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;2776;
Callyntra planiuscula;cascarudo de la Plata;Animalia;SI;VII-XVI;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;EN;2774;
Caloplaca cerina;liquen, Waxy Firedot Lichen (Inglés);Fungi;NO;II, IV-V, RM, JF;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;LC;;
Caloplaca chilensis;liquen;Fungi;SI;III-VI;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;LC;;
Caloplaca tucumanensis;liquen;Fungi;NO;IV-VII;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;NT;;
Calydorea xiphioides;tahay, violeta, lahue;Plantae;SI;IV-VII;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;"VU (XV-XIV);
NT (VI & RM-XII)";74;
Calyptocephalella gayi;rana chilena;Animalia;SI;III-XI;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;VU;45;
Campephilus magellanicus;carpintero negro, gallos del monte, rere (mapudungún);Animalia;NO;VI-XII;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;NT;721;
Campylonotus vagans;camarón pintado;Animalia;NO;X-XII;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;LC;5400;
Candelaria concolor;liquen;Fungi;NO;IV-XII;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;LC;;
Candelariella reflexa anteriormente llamada Candelaria reflexa;liquen;Fungi;NO;XIII, VII, VIII, XI;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;LC;;
Candelariella vitellina;liquen;Fungi;NO;V-XII;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;LC;;
Canoparmelia austroamericana;liquen;Fungi;NO;XIII;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;;
Caperea marginata;ballena franca pigmea;Animalia;NO;XV?-V?, VI?-XIV?, X, XI?, XII, ANT?, IP?, JF?, SG?, DV?;sd;sd;sd;sd;sd;sd;0;sd;sd;sd;sd;sd;sd;1;sd;1;sd;sd;sd;sd;sd;DD;8160;
Carcharhinus galapagensis;tiburón de Galápagos, tiburón gris, mango;Animalia;No;IP, SG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;LC;;
Carcharhinus obscurus;tiburón arenero, jaquetón lobo;Animalia;NO;JF, IP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;taxón con presencia accidental en Chile;;
Cardamine kruesselii; ;Plantae;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;CR;1096;
Caretta caretta;tortuga boba, tortuga cabezona;Animalia;NO;XV-V, IP, SG;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;sd;sd;0;0;CR;666;
Carex berteroniana; ;Plantae;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN;1097;
Carica chilensis;palo gordo;Plantae;SI;III-V;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;243;
Castnia eudesmia;mariposa del chagual;Animalia;SI;V-IX;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;NT;2781;
Catumiri argentinense;tarántula enana caoba, araña pollito;Animalia;No;VI-VII;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;VU;;
Caupolicana fulvicollis;abeja (genérico), caupolicana de collar rojo;Animalia;SI;III-VIII;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;NT;;
Cavia tschudii;cuy peruano;Animalia;NO;XV-I;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;2832;
Centaurodendron dracaenoides;;Plantae;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN-R;273;
Centaurodendron palmiforme;;Plantae;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN-R;274;
Centris moldenkei;;Animalia;SI;XV-II;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;2780;
Centris tamarugalis;;Animalia;SI;I-II;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;2779;
Cepa simonettii;mosca florícola de Simonetti;Animalia;SI;XVI-X;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;DD;;
Cephalorhynchus commersoni;tonina overa;Animalia;NO;XII;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;EN;157;
Cephalorhynchus eutropia;delfín chileno;Animalia;SI;V, VI-XII;0;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;"VU (XV-X); NT (XI-XII)";158;
Ceroglossus chilensis;peorro, cárabo;Animalia;NO;VII-XI;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;LC;8259;
Ceroglossus darwini;peorro, cárabo;Animalia;NO;XIV-XI;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;LC;4755;
Ceroglossus magellanicus;peorro, cárabo;Animalia;NO;VIII-X;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;LC;8260;
Cetorhinus maximus;tiburón peregrino;Animalia;NO;III-XII;0;0;0;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;VU;;
Chaetophractus vellerosus;quirquincho de la puna, piche llorón, Screaming Hairy Armadillo (Inglés);Animalia;NO;XV-II;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;2833;
Chaetophractus villosus;peludo;Animalia;NO;XI-XII;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;LC;3402;
Chaltenobatrachus grandisonae;sapo de Puerto Edén;Animalia;NO;XII;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;DD;41;
Charadrius collaris;chorlo de collar;Animalia;No;XV-X;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;NT;;
Charadrius falklandicus;chorlo de doble collar, chorlito de doble collar ;Animalia;NO;II-XII;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;"VU (XV-X);
LC (XI-XII)";;
Charadrius modestus;chorlo chileno;Animalia;No;III-XII;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;LC;;
Charadrius nivosus;chorlo nevado;Animalia;NO;XV-X;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;VU;;
Charopa involuta;caracol terrestre Charopa;Animalia;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN;205;
Charopa masafuerae;caracol terrestre Charopa;Animalia;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN;206;
Cheilanthes arequipensis;;Plantae;NO;XV-I;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LC;390;
Cheilanthes bonariensis;;Plantae;NO;II;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;DD;391;
Cheilanthes glauca;doradilla;Plantae;NO;IV-XI;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;LC;2788;
Cheilanthes hypoleuca;doradilla;Plantae;NO;IV-IX;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;LC;2789;
Cheilanthes mollis;doradilla;Plantae;NO;I-VI;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;LC;2790;
Cheilanthes myriophylla;chujcho, coca, yerba coca;Plantae;NO;XV;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NT;392;
Cheilanthes pilosa;;Plantae;NO;XV;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NT;393;
